,행정구,행정동,인구수,사업체수,종사자수,집 개수,소득,10대 비율,20대 비율,3040 비율,65세 이상 비율,행정동명,버스정류장 개수,지하철역 개수,자동차 등록대수,도로 평균 속도
344,중구,장충동,5440,1041,9357,2433,2895026,0.05827205882352941,0.3251838235294118,0.2551470588235294,0.16341911764705883,장충동,13,1.0,1304.0,13.76
345,동대문구,전농1동,31659,3020,7638,8308,3070695,0.06317318929846173,0.15910167724817587,0.2833949271928993,0.19109889762784674,전농1동,31,2.0,7491.0,16.51
346,동대문구,전농2동,18556,1358,5460,6437,3136080,0.08644104332830352,0.12249407199827549,0.2683229144212115,0.21076740676870015,전농2동,12,0.0,5449.0,15.29
347,성북구,정릉1동,18070,1275,2752,5856,3341356,0.09308245711123408,0.12767017155506363,0.2971776425013835,0.18123962368566685,정릉1동,16,1.0,6152.0,14.1
348,성북구,정릉2동,22874,1422,3344,8211,2934717,0.07134738130628661,0.1396345195418379,0.27358573052373875,0.21028241671767073,정릉2동,46,0.0,6441.0,14.8
349,성북구,정릉3동,16742,1042,5404,5359,2482564,0.06420977183132243,0.27786405447377854,0.21837295424680445,0.20666587026639588,정릉3동,32,0.0,3615.0,22.63
350,성북구,정릉4동,24624,1524,5018,8993,3038165,0.08264294996751137,0.13649285250162443,0.2678687459389214,0.20971410006497726,정릉4동,34,1.0,7238.0,18.0
351,동대문구,제기동,25808,5355,13094,7896,2792227,0.05343304401735896,0.23690328580285183,0.23442343459392437,0.22423279603223806,제기동,27,1.0,6448.0,16.12
352,관악구,조원동,21013,2707,7336,4180,2523192,0.041069813924713275,0.2199114833674392,0.34226431256841006,0.15371436729643553,조원동,26,0.0,4995.0,15.23
353,종로구,종로1.2.3.4가동,8648,17286,107067,1652,3245251,0.0540009250693802,0.14939870490286772,0.29740980573543013,0.2080249768732655,종로1·2·3·4가동,68,0.0,6317.0,15.91
354,종로구,종로5.6가동,5916,7972,22872,1319,2531450,0.043441514536849225,0.24611223799864773,0.27011494252873564,0.18204868154158216,종로5·6가동,18,0.0,1749.0,15.1
355,성북구,종암동,39799,2858,8433,12235,3381883,0.09032890273624966,0.17176310962587,0.27038367798185886,0.18098444684539813,종암동,59,0.0,10601.0,21.11
356,노원구,중계1동,26419,1470,4522,8743,4623227,0.19943979711571216,0.1081040160490556,0.28914796169423523,0.10185851092017109,중계1동,18,0.0,8457.0,15.26
357,노원구,중계2.3동,32780,2047,5777,14301,2936682,0.08316046369737645,0.11287370347773032,0.2675411836485662,0.2391092129347163,중계2·3동,31,0.0,8493.0,16.75
358,노원구,중계4동,19284,1410,4285,7706,3196660,0.10065339141257,0.12321095208462975,0.24595519601742377,0.2203899605890894,중계4동,7,0.0,5719.0,16.12
359,노원구,중계본동,23125,1724,5840,8088,4197248,0.1818810810810811,0.12631351351351353,0.25954594594594593,0.11870270270270271,중계본동,18,0.0,7840.0,14.95
360,광진구,중곡1동,15640,2152,6363,3613,2542359,0.04411764705882353,0.18765984654731457,0.3277493606138107,0.17218670076726342,중곡1동,18,0.0,4771.0,23.89
361,광진구,중곡2동,20950,2350,7380,4986,2555101,0.061050119331742245,0.16310262529832936,0.3189021479713604,0.17026252983293555,중곡2동,17,0.0,5212.0,16.91
362,광진구,중곡3동,16032,1764,5019,3870,2390961,0.053393213572854294,0.14963822355289422,0.30726047904191617,0.18955838323353294,중곡3동,21,1.0,4020.0,21.92
363,광진구,중곡4동,28032,1707,4257,7366,2523958,0.06153681506849315,0.14390696347031964,0.2785388127853881,0.1991652397260274,중곡4동,34,0.0,7429.0,16.39
364,중구,중림동,12372,1340,9166,4324,4435938,0.059004203039120594,0.10903653410927902,0.34384093113482056,0.18105399288716456,중림동,11,0.0,3822.0,14.21
365,관악구,중앙동,15691,1658,6950,3591,2633493,0.03530686380727806,0.29520107067745843,0.32031100630934933,0.1585622331272704,중앙동,14,0.0,2983.0,12.44
366,중랑구,중화1동,19068,1565,4476,5691,2518956,0.06167400881057269,0.12623243129851058,0.3002936857562408,0.20956576463184393,중화1동,14,0.0,5571.0,17.59
367,중랑구,중화2동,24417,2584,7044,6553,2253552,0.04169226358684523,0.139492976205103,0.2815661219642053,0.21898677151165172,중화2동,28,2.0,6185.0,19.9
368,은평구,증산동,18523,1345,4363,4864,2838450,0.07444798358797171,0.12973060519354315,0.286940560384387,0.199967607838903,증산동,11,1.0,5125.0,21.85
369,은평구,진관동,54718,3137,13270,17146,4070863,0.130304470192624,0.12361562922621441,0.2844584962900691,0.16524726780949597,진관동,71,1.0,17867.0,19.76
370,도봉구,창1동,24281,2141,4381,9024,3038009,0.07944483340883819,0.12553024998970388,0.28285490712903094,0.2076108891726041,창1동,21,2.0,8208.0,16.37
371,도봉구,창2동,28577,2020,4978,8798,2551630,0.07201595688840676,0.13510865381250656,0.2833397487489939,0.1987262483815656,창2동,25,0.0,8164.0,16.31
372,도봉구,창3동,13389,1241,2511,3977,2229423,0.07020688624990663,0.11404884606766749,0.2623048771379491,0.23302711180820077,창3동,14,0.0,3646.0,17.09
373,도봉구,창4동,26124,1861,7981,10132,3547959,0.09041494411269331,0.1286556423212372,0.2766421681212678,0.18098300413412954,창4동,37,1.0,8501.0,18.01
374,도봉구,창5동,24069,2547,7316,8681,3298026,0.07187668785574806,0.13498691262619966,0.27824172171673106,0.20075615937512983,창5동,18,1.0,7758.0,15.71
375,종로구,창신1동,5350,2686,6266,1589,2393308,0.036822429906542054,0.16878504672897196,0.24897196261682242,0.2285981308411215,창신1동,8,2.0,1197.0,14.88
376,종로구,창신2동,8641,1062,2192,2466,2112817,0.04166184469390117,0.17798865872005554,0.22740423562087722,0.2215021409559079,창신2동,1,0.0,1432.0,17.302452830188685
377,종로구,창신3동,6539,439,1128,2150,3006052,0.06453586175256155,0.1390120813580058,0.2732833766630983,0.19941887138706224,창신3동,6,1.0,1657.0,16.44
378,서대문구,천연동,16835,1131,3259,6081,4197718,0.07555687555687556,0.12046332046332046,0.2838134838134838,0.1994059994059994,천연동,37,1.0,4895.0,18.5
379,강동구,천호1동,26396,2331,5974,8035,2473111,0.05853159569631763,0.12732989846946507,0.2926958630095469,0.21567661766934385,천호1동,19,1.0,8730.0,13.56
380,강동구,천호2동,33613,4863,14840,9362,2749741,0.05009966382054562,0.1407788653199655,0.331508642489513,0.18894475351798412,천호2동,26,0.0,9412.0,21.15
381,강동구,천호3동,26672,2545,9343,7964,3165328,0.041654169166166766,0.16515446910617876,0.32708458308338334,0.1868626274745051,천호3동,12,0.0,7608.0,17.28
382,중구,청구동,13318,1244,4497,4928,3566241,0.05691545277068629,0.12877308905241028,0.29493918005706565,0.2188767082144466,청구동,5,0.0,3544.0,15.14
383,강남구,청담동,25085,7024,43117,9731,5010204,0.09025313932629062,0.13059597368945586,0.33155272074945186,0.15579031293601753,청담동,26,0.0,11873.0,17.6
384,동대문구,청량리동,19405,1909,8278,6209,2860315,0.050141716052563776,0.12939963926822984,0.23231125998454008,0.2878639525895388,청량리동,24,0.0,5086.0,18.42
385,관악구,청룡동,37042,2742,12505,7921,2768161,0.042141353058690136,0.3261163004157443,0.31237514173100805,0.13168835376059607,청룡동,17,2.0,7592.0,14.32
386,관악구,청림동,14908,729,1615,5263,3682775,0.07432251140327341,0.11269117252481889,0.3170780788838208,0.19513013147303462,청림동,8,0.0,4357.0,15.99
387,종로구,청운효자동,11539,1477,7888,4134,3780222,0.0960221856313372,0.1221076349770344,0.30349250368316144,0.18823121587659242,청운효자동,29,0.0,3584.0,16.4
388,용산구,청파동,19786,2186,9850,5636,2608804,0.05215809157990498,0.22920246639037703,0.29808955827352673,0.16683513595471547,청파동,24,0.0,4277.0,15.87
389,서대문구,충현동,20176,2995,23946,6573,3210231,0.06378865979381443,0.15647303727200634,0.3163659793814433,0.17614988104678828,충현동,43,3.0,7007.0,18.68
390,종로구,평창동,17635,1321,4321,5958,4504006,0.08687269634250071,0.11698327190246668,0.2636801814573292,0.20374255741423306,평창동,54,0.0,6629.0,18.53
391,송파구,풍납1동,12409,946,2522,3296,3011150,0.05810298976549279,0.10855024578934644,0.27665404142154887,0.23055846562978483,풍납1동,6,1.0,4284.0,26.56
392,송파구,풍납2동,24048,1772,16405,7608,3891704,0.07859281437125748,0.14412840984697273,0.3166999334664005,0.1736111111111111,풍납2동,25,0.0,7824.0,21.65
393,중구,필동,4858,3600,24470,1191,3033044,0.04610951008645533,0.27439275421984355,0.2764512144915603,0.18032111980238782,필동,10,2.0,2110.0,14.87
394,노원구,하계1동,26877,1615,8965,10466,3611061,0.11344272054172713,0.18257245972392752,0.22911783309149086,0.18041448078282546,하계1동,32,0.0,7494.0,15.97
395,노원구,하계2동,21432,778,1687,8160,3625940,0.1169746173945502,0.12294699514744308,0.2790220231429638,0.16550018663680477,하계2동,22,1.0,6220.0,22.75
396,용산구,한강로동,22811,6669,48562,6769,4948344,0.0529130682565429,0.14440401560650562,0.37139976327210555,0.14457936960238482,한강로동,41,6.0,12285.0,14.98
397,용산구,한남동,21237,3473,21250,8174,4381088,0.06460422846918115,0.11253943589019165,0.35894900409662384,0.17488345811555303,한남동,39,2.0,7488.0,17.51
398,마포구,합정동,16828,4019,13457,6319,3195027,0.04528167340147374,0.1884359400998336,0.36766104112193965,0.15979320180651296,합정동,30,2.0,6345.0,32.04
399,구로구,항동,16534,888,2816,6173,3007261,0.09035925970726987,0.08497641224144188,0.38986331196322727,0.11533809120599976,항동,31,0.0,3539.0,16.57
400,성동구,행당1동,13996,1578,9587,4990,3900841,0.07144898542440697,0.16633323806801945,0.3105172906544727,0.15997427836524722,행당1동,26,3.0,4222.0,15.14
401,성동구,행당2동,22970,1031,2412,8481,4408744,0.08127993034392686,0.11471484545058773,0.30796691336525905,0.17962559860687854,행당2동,25,1.0,6717.0,16.54
402,관악구,행운동,29595,2060,7295,7088,2889475,0.04298023314749113,0.2686602466632877,0.32684575097144786,0.15472208143267444,행운동,15,0.0,6251.0,14.54
403,종로구,혜화동,19491,2235,8819,5065,3333112,0.07408547534759632,0.3707865168539326,0.21948591657688163,0.13806372171771586,혜화동,37,0.0,3505.0,15.72
404,서대문구,홍은1동,22491,1479,3187,7308,3093859,0.06891645547107732,0.12160419723444933,0.2778000088924459,0.21292961629096083,홍은1동,32,0.0,7100.0,15.25
405,서대문구,홍은2동,29508,2077,6630,9267,2874442,0.07702995797749763,0.15683882336993357,0.28077131625321944,0.19042293615290767,홍은2동,71,0.0,7363.0,19.82
406,서대문구,홍제1동,25083,1548,5601,8022,3459117,0.07200095682334649,0.12634054937607145,0.29234939999202647,0.20025515289239723,홍제1동,22,2.0,6553.0,19.13
407,서대문구,홍제2동,13313,829,2259,4993,3664523,0.06647637647412304,0.12055885224968076,0.27221512807030723,0.21400135206189438,홍제2동,9,0.0,3685.0,14.5
408,서대문구,홍제3동,17908,1383,3882,4969,2807766,0.06248603975876703,0.12670314943042216,0.27177797632343087,0.2268259995532723,홍제3동,41,0.0,4622.0,22.73
409,강서구,화곡1동,52242,4150,10810,18754,2485455,0.043087936909000424,0.17704146089353393,0.3494314919030665,0.17413192450518739,화곡1동,27,2.0,15999.0,14.84
410,강서구,화곡2동,17489,1283,2827,6093,2385531,0.0738178283492481,0.13871576419463663,0.31802847504145465,0.17919835325061467,화곡2동,29,0.0,4832.0,17.98
411,강서구,화곡3동,21394,1690,4397,6665,3132782,0.07385248200430027,0.1430774983640273,0.29498924932223985,0.20917079555015425,화곡3동,9,0.0,6431.0,13.23
412,강서구,화곡4동,20133,1928,4315,7053,2423768,0.06173943277206576,0.1274027715690657,0.3073560820543387,0.20886107385883873,화곡4동,29,0.0,5844.0,19.46
413,강서구,화곡6동,25022,2456,12040,8085,3040513,0.05866837183278715,0.17316761250099913,0.3240348493325873,0.17404683878187197,화곡6동,29,0.0,7847.0,16.14
414,강서구,화곡8동,23993,1748,4385,9035,2473381,0.05947568040678531,0.15196098862168134,0.31713416413120493,0.19822448214062435,화곡8동,27,0.0,6098.0,15.54
415,강서구,화곡본동,33523,2177,4919,12605,2398795,0.06640217164334934,0.16889896488977718,0.3436446618739373,0.15905497717984668,화곡본동,25,0.0,9200.0,13.59
416,광진구,화양동,27844,3072,16195,5296,2470026,0.03745869846286453,0.4913805487717282,0.2658741560120672,0.0861226835224824,화양동,20,2.0,4140.0,15.37
417,중구,황학동,13614,2487,5992,3959,3247840,0.03709416776847363,0.1820919641545468,0.37145585426766564,0.15653004260320258,황학동,7,0.0,3461.0,13.29
418,동대문구,회기동,13581,1293,10348,3115,3217279,0.06325012885649069,0.4529857889698844,0.2159634783889257,0.1144981960091304,회기동,9,0.0,2124.0,15.61
419,중구,회현동,5107,9246,46229,1744,4442451,0.05247699236342275,0.09633835911494028,0.25729391031916976,0.2647346778930879,회현동,34,5.0,11612.0,15.35
420,용산구,효창동,10828,702,2596,3463,3523201,0.06261544144809753,0.1522903583302549,0.337827853712597,0.14794975988178796,효창동,15,0.0,3246.0,16.11
421,용산구,후암동,16540,1367,4605,5363,3013677,0.06862152357920194,0.13748488512696494,0.3207980652962515,0.18524788391777508,후암동,16,0.0,4014.0,18.46
422,동대문구,휘경1동,16168,1285,3690,4327,2722774,0.05541810984661059,0.3487135081642751,0.24480455220188027,0.13526719445818902,휘경1동,13,1.0,3932.0,22.15
423,동대문구,휘경2동,25288,1665,5457,6802,3071586,0.07734894020879468,0.2611515343245808,0.2510281556469472,0.16754982600442897,휘경2동,18,0.0,6353.0,15.97
424,동작구,흑석동,32366,2136,11037,9613,4224946,0.07433726750293518,0.1952975344497312,0.27939813384415746,0.1603534573317679,흑석동,48,1.0,9097.0,15.36
